SIZE_0,SHAPE_1,SHAPE_2,SHAPE_3,SHAPE_4,SHAPE_7,SHAPE_9
201.3,0.551,0.445,2.133,1.453,1.526,3.171
207.0,0.583,0.453,1.938,1.430,1.323,3.095
203.1,0.497,0.466,2.218,1.346,1.485,3.256
195.9,0.469,0.475,2.364,1.407,1.463,3.448
199.1,0.580,0.467,2.046,1.363,1.409,3.198
196.6,0.506,0.474,2.224,1.416,1.476,3.175
200.6,0.554,0.467,2.113,1.342,1.561,3.226
200.8,0.550,0.480,2.179,1.307,1.369,3.245
188.6,0.475,0.460,2.306,1.411,1.472,3.214
190.3,0.493,0.452,2.240,1.463,1.577,3.168
198.0,0.594,0.459,2.050,1.302,1.530,3.236
201.3,0.519,0.449,2.040,1.384,1.576,3.050
200.7,0.572,0.484,2.090,1.312,1.413,3.322
206.8,0.517,0.470,2.096,1.332,1.556,3.247
194.6,0.485,0.464,2.249,1.501,1.566,3.175
197.0,0.491,0.476,2.230,1.457,1.548,3.202
196.4,0.523,0.461,2.247,1.495,1.477,3.172
207.2,0.519,0.457,2.134,1.373,1.422,3.218
206.7,0.501,0.472,2.322,1.390,1.465,3.158
185.6,0.505,0.495,2.318,1.485,1.625,3.413
197.1,0.463,0.432,2.279,1.398,1.708,3.087
209.2,0.650,0.458,2.014,1.269,1.370,3.295
196.4,0.529,0.457,2.150,1.280,1.492,3.259
194.5,0.549,0.467,2.080,1.359,1.520,3.387
198.2,0.462,0.458,2.439,1.408,1.628,3.156
